id,target
200656,1
200657,0
200658,1
200659,1
200660,1
200661,1
200662,1
200663,0
200664,1
200665,1
200666,1
200667,0
200668,1
200669,1
200670,0
200671,1
200672,1
200673,0
200674,1
200675,1
200676,0
200677,0
200678,1
200679,0
200680,1
200681,0
200682,0
200683,0
200684,1
200685,1
200686,1
200687,0
200688,0
200689,1
200690,0
200691,1
200692,0
200693,1
200694,1
200695,1
200696,1
200697,0
200698,0
200699,0
200700,0
200701,0
200702,0
200703,0
200704,1
200705,1
200706,0
200707,1
200708,1
200709,0
200710,1
200711,1
200712,0
200713,1
200714,1
200715,1
200716,1
200717,1
200718,0
200719,0
200720,0
200721,1
200722,0
200723,0
200724,1
200725,1
200726,1
200727,1
200728,0
200729,1
200730,0
200731,0
200732,1
200733,1
200734,1
200735,0
200736,0
200737,0
200738,1
200739,0
200740,0
200741,1
200742,1
200743,0
200744,1
200745,0
200746,1
200747,0
200748,1
200749,1
200750,0
200751,1
200752,1
200753,0
200754,1
200755,0
200756,1
200757,0
200758,0
200759,0
200760,0
200761,0
200762,0
200763,0
200764,1
200765,1
200766,0
200767,1
200768,0
200769,0
200770,0
200771,1
200772,1
200773,1
200774,1
200775,0
200776,1
200777,1
200778,1
200779,0
200780,0
200781,0
200782,1
200783,0
200784,0
200785,0
200786,0
200787,0
200788,1
200789,0
200790,0
200791,1
200792,0
200793,1
200794,1
200795,1
200796,0
200797,1
200798,0
200799,0
200800,0
200801,1
200802,1
200803,0
200804,0
200805,1
200806,1
200807,0
200808,0
200809,0
200810,0
200811,0
200812,0
200813,1
200814,0
200815,1
200816,1
200817,1
200818,0
200819,0
200820,0
200821,0
200822,1
200823,0
200824,1
200825,0
200826,1
200827,1
200828,0
200829,0
200830,1
200831,0
200832,0
200833,0
200834,1
200835,1
200836,0
200837,1
200838,1
200839,1
200840,0
200841,0
200842,1
200843,0
200844,1
200845,0
200846,1
200847,0
200848,1
200849,1
200850,0
200851,0
200852,1
200853,0
200854,1
200855,0
200856,0
200857,0
200858,1
200859,0
200860,1
200861,1
200862,0
200863,0
200864,0
200865,0
200866,1
200867,0
200868,1
200869,0
200870,1
200871,1
200872,1
200873,0
200874,0
200875,1
200876,1
200877,0
200878,1
200879,0
200880,1
200881,0
200882,1
200883,1
200884,0
200885,1
200886,1
200887,1
200888,1
200889,0
200890,0
200891,1
200892,1
200893,0
200894,0
200895,0
200896,1
200897,1
200898,0
200899,0
200900,1
200901,0
200902,0
200903,1
200904,1
200905,0
200906,0
200907,0
200908,0
200909,0
200910,1
200911,0
200912,0
200913,1
200914,1
200915,1
200916,1
200917,0
200918,0
200919,1
200920,1
200921,1
200922,1
200923,1
200924,0
200925,1
200926,1
200927,1
200928,1
200929,0
200930,0
200931,0
200932,1
200933,1
200934,1
200935,0
200936,0
200937,1
200938,0
200939,0
200940,1
200941,1
200942,1
200943,1
200944,0
200945,1
200946,0
200947,0
200948,0
200949,0
200950,0
200951,0
200952,0
200953,0
200954,1
200955,1
200956,0
200957,0
200958,1
200959,0
200960,0
200961,1
200962,1
200963,1
200964,1
200965,0
200966,0
200967,0
200968,1
200969,1
200970,0
200971,0
200972,1
200973,0
200974,1
200975,1
200976,0
200977,1
200978,0
200979,0
200980,1
200981,1
200982,1
200983,1
200984,0
200985,1
200986,0
200987,0
200988,1
200989,1
200990,1
200991,0
200992,1
200993,1
200994,1
200995,0
200996,1
200997,1
200998,1
200999,1
201000,0
201001,1
201002,1
201003,0
201004,0
201005,1
201006,0
201007,1
201008,0
201009,0
201010,0
201011,1
201012,0
201013,0
201014,0
201015,0
201016,1
201017,0
201018,0
201019,1
201020,0
201021,0
201022,1
201023,1
201024,1
201025,1
201026,0
201027,1
201028,0
201029,1
201030,1
201031,0
201032,0
201033,0
201034,0
201035,0
201036,0
201037,1
201038,0
201039,1
201040,0
201041,1
201042,1
201043,0
201044,1
201045,1
201046,0
201047,1
201048,0
201049,0
201050,0
201051,1
201052,1
201053,0
201054,0
201055,1
201056,0
201057,0
201058,1
201059,0
201060,1
201061,0
201062,0
201063,0
201064,0
201065,0
201066,1
201067,1
201068,1
201069,1
201070,1
201071,0
201072,0
201073,0
201074,0
201075,1
201076,0
201077,1
201078,1
201079,1
201080,0
201081,0
201082,1
201083,1
201084,0
201085,0
201086,0
201087,0
201088,1
201089,1
201090,1
201091,1
201092,0
201093,0
201094,1
201095,1
201096,0
201097,1
201098,0
201099,0
201100,0
201101,0
201102,0
201103,0
201104,1
201105,0
201106,0
201107,1
201108,1
201109,1
201110,0
201111,0
201112,0
201113,1
201114,0
201115,0
201116,0
201117,1
201118,0
201119,1
201120,0
201121,0
201122,1
201123,1
201124,0
201125,0
201126,0
201127,0
201128,1
201129,0
201130,0
201131,0
201132,1
201133,1
201134,1
201135,1
201136,1
201137,0
201138,1
201139,1
201140,0
201141,0
201142,0
201143,0
201144,1
201145,1
201146,1
201147,1
201148,1
201149,1
201150,1
201151,1
201152,1
201153,0
201154,0
201155,0
201156,1
201157,0
201158,1
201159,1
201160,1
201161,0
201162,0
201163,0
201164,0
201165,0
201166,1
201167,1
201168,0
201169,0
201170,1
201171,1
201172,1
201173,1
201174,0
201175,1
201176,1
201177,1
201178,1
201179,1
201180,0
201181,0
201182,0
201183,0
201184,0
201185,0
201186,0
201187,1
201188,1
201189,1
201190,0
201191,0
201192,1
201193,0
201194,1
201195,1
201196,1
201197,1
201198,1
201199,1
201200,0
201201,0
201202,0
201203,1
201204,1
201205,0
201206,0
201207,1
201208,0
201209,0
201210,1
201211,1
201212,1
201213,0
201214,0
201215,0
201216,0
201217,0
201218,1
201219,1
201220,0
201221,0
201222,0
201223,0
201224,1
201225,0
201226,0
201227,0
201228,1
201229,1
201230,0
201231,1
201232,0
201233,1
201234,0
201235,1
201236,1
201237,1
201238,0
201239,0
201240,1
201241,1
201242,1
201243,1
201244,0
201245,0
201246,1
201247,1
201248,0
201249,0
201250,0
201251,1
201252,0
201253,0
201254,1
201255,0
201256,1
201257,1
201258,1
201259,1
201260,1
201261,0
201262,0
201263,1
201264,0
201265,1
201266,0
201267,1
201268,0
201269,0
201270,1
201271,1
201272,1
201273,0
201274,0
201275,0
201276,0
201277,0
201278,0
201279,1
201280,1
201281,1
201282,1
201283,1
201284,0
201285,0
201286,0
201287,1
201288,0
201289,1
201290,0
201291,1
201292,1
201293,0
201294,0
201295,0
201296,1
201297,1
201298,1
201299,1
201300,1
201301,0
201302,1
201303,0
201304,1
201305,1
201306,1
201307,0
201308,1
201309,1
201310,0
201311,0
201312,0
201313,0
201314,1
201315,1
201316,0
201317,1
201318,0
201319,1
201320,0
201321,0
201322,1
201323,1
201324,1
201325,1
201326,1
201327,0
201328,1
201329,1
201330,1
201331,1
201332,1
201333,0
201334,0
201335,0
201336,0
201337,0
201338,0
201339,0
201340,1
201341,0
201342,0
201343,0
201344,1
201345,1
201346,1
201347,1
201348,1
201349,1
201350,0
201351,1
201352,0
201353,0
201354,0
201355,0
201356,0
201357,1
201358,0
201359,1
201360,1
201361,1
201362,0
201363,1
201364,1
201365,0
201366,0
201367,1
201368,1
201369,1
201370,1
201371,0
201372,0
201373,1
201374,1
201375,0
201376,1
201377,0
201378,1
201379,1
201380,1
201381,0
201382,0
201383,1
201384,1
201385,0
201386,1
201387,0
201388,1
201389,0
201390,1
201391,1
201392,0
201393,0
201394,0
201395,1
201396,1
201397,1
201398,0
201399,1
201400,0
201401,1
201402,0
201403,1
201404,0
201405,1
201406,1
201407,0
201408,1
201409,1
201410,0
201411,1
201412,1
201413,0
201414,1
201415,0
201416,0
201417,0
201418,1
201419,1
201420,1
201421,0
201422,0
201423,0
201424,0
201425,0
201426,0
201427,0
201428,1
201429,1
201430,1
201431,0
201432,0
201433,1
201434,1
201435,0
201436,1
201437,1
201438,1
201439,0
201440,0
201441,0
201442,0
201443,0
201444,0
201445,0
201446,0
201447,1
201448,1
201449,0
201450,0
201451,1
201452,0
201453,0
201454,0
201455,0
201456,0
201457,0
201458,0
201459,0
201460,0
201461,1
201462,0
201463,0
201464,0
201465,1
201466,0
201467,1
201468,1
201469,0
201470,0
201471,0
201472,0
201473,1
201474,1
201475,0
201476,1
201477,1
201478,0
201479,0
201480,0
201481,1
201482,0
201483,1
201484,1
201485,0
201486,0
201487,0
201488,1
201489,1
201490,0
201491,1
201492,0
201493,0
201494,0
201495,1
201496,1
201497,1
201498,1
201499,0
201500,0
201501,0
201502,1
201503,1
201504,1
201505,1
201506,0
201507,1
201508,1
201509,0
201510,1
201511,0
201512,1
201513,0
201514,1
201515,0
201516,0
201517,1
201518,1
201519,0
201520,1
201521,0
201522,1
201523,1
201524,0
201525,1
201526,1
201527,0
201528,0
201529,0
201530,1
201531,0
201532,0
201533,1
201534,0
201535,0
201536,0
201537,1
201538,0
201539,1
201540,0
201541,1
201542,1
201543,0
201544,1
201545,1
201546,1
201547,0
201548,0
201549,0
201550,0
201551,0
201552,0
201553,0
201554,0
201555,0
201556,0
201557,0
201558,0
201559,1
201560,0
201561,1
201562,1
201563,0
201564,0
201565,0
201566,0
201567,0
201568,0
201569,1
201570,1
201571,1
201572,1
201573,0
201574,1
201575,0
201576,1
201577,1
201578,0
201579,0
201580,0
201581,0
201582,1
201583,0
201584,1
201585,0
201586,0
201587,1
201588,0
201589,1
201590,1
201591,1
201592,0
201593,0
201594,1
201595,1
201596,1
201597,0
201598,0
201599,1
201600,0
201601,1
201602,1
201603,1
201604,0
201605,1
201606,1
201607,0
201608,0
201609,1
201610,0
201611,1
201612,1
201613,1
201614,0
201615,0
201616,1
201617,0
201618,1
201619,1
201620,0
201621,1
201622,1
201623,0
201624,0
201625,0
201626,1
201627,1
201628,0
201629,1
201630,1
201631,0
201632,1
201633,0
201634,0
201635,0
201636,1
201637,1
201638,1
201639,1
201640,1
201641,1
201642,1
201643,0
201644,0
201645,1
201646,0
201647,1
201648,1
201649,0
201650,1
201651,1
201652,1
201653,0
201654,0
201655,1
201656,0
201657,1
201658,0
201659,0
201660,0
201661,0
201662,0
201663,1
201664,1
201665,0
201666,1
201667,0
201668,1
201669,1
201670,1
201671,0
201672,0
201673,0
201674,1
201675,0
201676,0
201677,0
201678,1
201679,0
201680,1
201681,0
201682,0
201683,0
201684,0
201685,1
201686,0
201687,0
201688,1
201689,1
201690,0
201691,1
201692,0
201693,1
201694,1
201695,1
201696,1
201697,1
201698,0
201699,1
201700,0
201701,0
201702,1
201703,0
201704,0
201705,1
201706,1
201707,1
201708,1
201709,1
201710,1
201711,1
201712,1
201713,1
201714,0
201715,1
201716,1
201717,0
201718,1
201719,0
201720,0
201721,1
201722,0
201723,1
201724,0
201725,0
201726,1
201727,0
201728,0
201729,1
201730,1
201731,1
201732,0
201733,0
201734,1
201735,1
201736,0
201737,1
201738,0
201739,1
201740,0
201741,1
201742,1
201743,0
201744,0
201745,1
201746,1
201747,0
201748,1
201749,1
201750,0
201751,0
201752,0
201753,0
201754,0
201755,0
201756,1
201757,1
201758,0
201759,1
201760,1
201761,1
201762,0
201763,1
201764,0
201765,1
201766,0
201767,1
201768,1
201769,0
201770,0
201771,1
201772,1
201773,1
201774,1
201775,0
201776,1
201777,1
201778,0
201779,0
201780,1
201781,0
201782,0
201783,1
201784,1
201785,1
201786,0
201787,1
201788,0
201789,1
201790,0
201791,1
201792,0
201793,0
201794,1
201795,0
201796,1
201797,0
201798,1
201799,0
201800,1
201801,0
201802,1
201803,0
201804,0
201805,0
201806,0
201807,0
201808,1
201809,0
201810,0
201811,1
201812,0
201813,0
201814,0
201815,0
201816,0
201817,1
201818,1
201819,0
201820,1
201821,0
201822,1
201823,1
201824,1
201825,0
201826,0
201827,1
201828,0
201829,1
201830,1
201831,1
201832,0
201833,0
201834,0
201835,0
201836,0
201837,0
201838,0
201839,0
201840,0
201841,1
201842,0
201843,1
201844,0
201845,1
201846,0
201847,0
201848,1
201849,0
201850,1
201851,0
201852,0
201853,0
201854,0
201855,1
201856,1
201857,1
201858,0
201859,0
201860,1
201861,0
201862,0
201863,0
201864,1
201865,1
201866,0
201867,1
201868,1
201869,1
201870,1
201871,0
201872,0
201873,0
201874,1
201875,1
201876,0
201877,1
201878,1
201879,0
201880,0
201881,0
201882,1
201883,1
201884,0
201885,0
201886,0
201887,0
201888,0
201889,1
201890,1
201891,0
201892,1
201893,0
201894,1
201895,0
201896,1
201897,0
201898,0
201899,1
201900,1
201901,0
201902,1
201903,1
201904,0
201905,1
201906,1
201907,1
201908,0
201909,0
201910,1
201911,1
201912,0
201913,0
201914,0
201915,0
201916,0
201917,0
201918,1
201919,0
201920,0
201921,1
201922,1
201923,1
201924,0
201925,1
201926,1
201927,0
201928,0
201929,1
201930,0
201931,1
201932,0
201933,0
201934,1
201935,1
201936,0
201937,0
201938,0
201939,1
201940,0
201941,1
201942,1
201943,0
201944,0
201945,0
201946,1
201947,0
201948,1
201949,0
201950,0
201951,0
201952,1
201953,1
201954,0
201955,0
201956,1
201957,0
201958,0
201959,0
201960,1
201961,1
201962,0
201963,1
201964,0
201965,0
201966,0
201967,1
201968,1
201969,0
201970,0
201971,0
201972,0
201973,0
201974,0
201975,1
201976,1
201977,1
201978,0
201979,0
201980,0
201981,1
201982,0
201983,1
201984,1
201985,1
201986,1
201987,1
201988,1
201989,0
201990,0
201991,0
201992,1
201993,1
201994,0
201995,0
201996,1
201997,1
201998,0
201999,0
202000,1
202001,1
202002,0
202003,0
202004,0
202005,0
202006,0
202007,1
202008,1
202009,0
202010,0
202011,0
202012,1
202013,0
202014,1
202015,1
202016,0
202017,0
202018,1
202019,1
202020,1
202021,0
202022,1
202023,0
202024,1
202025,0
202026,1
202027,0
202028,0
202029,0
202030,0
202031,1
202032,0
202033,1
202034,0
202035,1
202036,0
202037,1
202038,1
202039,1
202040,1
202041,0
202042,1
202043,0
202044,0
202045,0
202046,1
202047,1
202048,0
202049,1
202050,1
202051,0
202052,0
202053,1
202054,1
202055,1
202056,0
202057,1
202058,0
202059,0
202060,0
202061,1
202062,1
202063,1
202064,1
202065,1
202066,1
202067,0
202068,1
202069,0
202070,0
202071,1
202072,1
202073,1
202074,1
202075,0
202076,0
202077,0
202078,1
202079,1
202080,1
202081,0
202082,1
202083,0
202084,0
202085,0
202086,0
202087,0
202088,1
202089,0
202090,0
202091,0
202092,1
202093,1
202094,1
202095,0
202096,1
202097,0
202098,0
202099,1
202100,0
202101,0
202102,1
202103,1
202104,1
202105,0
202106,1
202107,1
202108,0
202109,0
202110,0
202111,1
202112,0
202113,1
202114,1
202115,1
202116,0
202117,0
202118,0
202119,0
202120,0
202121,1
202122,0
202123,1
202124,1
202125,0
202126,0
202127,0
202128,0
202129,1
202130,1
202131,1
202132,0
202133,1
202134,0
202135,1
202136,0
202137,1
202138,1
202139,1
202140,1
202141,1
202142,1
202143,1
202144,0
202145,0
202146,1
202147,0
202148,1
202149,1
202150,0
202151,1
202152,1
202153,1
202154,0
202155,1
202156,0
202157,1
202158,0
202159,1
202160,1
202161,1
202162,0
202163,1
202164,0
202165,1
202166,1
202167,1
202168,0
202169,1
202170,1
202171,0
202172,1
202173,0
202174,0
202175,0
202176,0
202177,1
202178,0
202179,0
202180,1
202181,1
202182,1
202183,1
202184,0
202185,1
202186,0
202187,1
202188,1
202189,1
202190,1
202191,1
202192,1
202193,1
202194,1
202195,0
202196,0
202197,1
202198,0
202199,1
202200,1
202201,1
202202,1
202203,0
202204,1
202205,1
202206,0
202207,0
202208,0
202209,1
202210,1
202211,0
202212,0
202213,1
202214,1
202215,1
202216,1
202217,1
202218,1
202219,1
202220,1
202221,1
202222,1
202223,1
202224,0
202225,0
202226,1
202227,0
202228,1
202229,1
202230,1
202231,0
202232,1
202233,1
202234,0
202235,0
202236,0
202237,1
202238,1
202239,0
202240,0
202241,0
202242,0
202243,1
202244,1
202245,0
202246,1
202247,0
202248,0
202249,1
202250,0
202251,1
202252,0
202253,1
202254,0
202255,1
202256,1
202257,0
202258,0
202259,1
202260,0
202261,0
202262,1
202263,1
202264,1
202265,0
202266,1
202267,1
202268,0
202269,0
202270,0
202271,1
202272,0
202273,0
202274,0
202275,0
202276,1
202277,1
202278,0
202279,0
202280,0
202281,0
202282,0
202283,1
202284,0
202285,0
202286,0
202287,0
202288,1
202289,0
202290,0
202291,1
202292,0
202293,1
202294,1
202295,0
202296,0
202297,1
202298,0
202299,0
202300,1
202301,0
202302,1
202303,0
202304,0
202305,1
202306,1
202307,1
202308,0
202309,0
202310,0
202311,1
202312,0
202313,1
202314,1
202315,0
202316,0
202317,0
202318,1
202319,0
202320,0
202321,0
202322,0
202323,0
202324,1
202325,0
202326,1
202327,0
202328,1
202329,0
202330,0
202331,0
202332,1
202333,1
202334,0
202335,1
202336,0
202337,1
202338,1
202339,0
202340,0
202341,0
202342,1
202343,1
202344,1
202345,1
202346,0
202347,1
202348,0
202349,0
202350,0
202351,0
202352,1
202353,1
202354,1
202355,0
202356,1
202357,0
202358,1
202359,1
202360,1
202361,0
202362,1
202363,1
202364,1
202365,0
202366,0
202367,1
202368,1
202369,0
202370,1
202371,0
202372,1
202373,0
202374,0
202375,0
202376,0
202377,0
202378,0
202379,0
202380,0
202381,1
202382,1
202383,0
202384,1
202385,1
202386,1
202387,0
202388,0
202389,1
202390,1
202391,0
202392,0
202393,0
202394,0
202395,0
202396,0
202397,1
202398,0
202399,0
202400,1
202401,0
202402,0
202403,1
202404,0
202405,0
202406,0
202407,1
202408,1
202409,0
202410,1
202411,1
202412,0
202413,0
202414,0
202415,1
202416,1
202417,0
202418,0
202419,0
202420,1
202421,0
202422,1
202423,1
202424,1
202425,0
202426,1
202427,0
202428,0
202429,1
202430,1
202431,1
202432,1
202433,0
202434,1
202435,0
202436,0
202437,0
202438,1
202439,1
202440,1
202441,1
202442,0
202443,1
202444,0
202445,1
202446,0
202447,1
202448,1
202449,1
202450,0
202451,1
202452,1
202453,1
202454,1
202455,0
202456,0
202457,1
202458,0
202459,0
202460,0
202461,1
202462,1
202463,0
202464,0
202465,0
202466,0
202467,0
202468,0
202469,1
202470,0
202471,1
202472,1
202473,0
202474,0
202475,0
202476,1
202477,1
202478,1
202479,1
202480,0
202481,1
202482,1
202483,0
202484,0
202485,0
202486,1
202487,0
202488,0
202489,0
202490,1
202491,1
202492,1
202493,0
202494,0
202495,1
202496,0
202497,0
202498,0
202499,1
202500,0
202501,0
202502,0
202503,1
202504,0
202505,1
202506,0
202507,0
202508,0
202509,1
202510,0
202511,0
202512,1
202513,0
202514,1
202515,1
202516,1
202517,0
202518,1
202519,0
202520,1
202521,0
202522,0
202523,1
202524,0
202525,1
202526,1
202527,0
202528,0
202529,0
202530,1
202531,0
202532,0
202533,0
202534,0
202535,1
202536,0
202537,1
202538,1
202539,0
202540,0
202541,1
202542,1
202543,1
202544,0
202545,1
202546,0
202547,1
202548,0
202549,0
202550,0
202551,1
202552,1
202553,1
202554,1
202555,1
202556,1
202557,1
202558,0
202559,0
202560,1
202561,1
202562,0
202563,1
202564,0
202565,1
202566,0
202567,1
202568,1
202569,1
202570,1
202571,0
202572,0
202573,1
202574,0
202575,1
202576,1
202577,1
202578,0
202579,1
202580,0
202581,0
202582,1
202583,0
202584,0
202585,1
202586,1
202587,0
202588,0
202589,1
202590,0
202591,0
202592,0
202593,1
202594,0
202595,0
202596,1
202597,0
202598,1
202599,1
202600,0
202601,0
202602,1
202603,1
202604,0
202605,1
202606,0
202607,0
202608,0
202609,1
202610,0
202611,1
202612,1
202613,0
202614,1
202615,1
202616,1
202617,0
202618,0
202619,0
202620,0
202621,1
202622,1
202623,0
202624,1
202625,0
202626,0
202627,1
202628,0
202629,0
202630,0
202631,0
202632,0
202633,0
202634,0
202635,0
202636,1
202637,0
202638,1
202639,0
202640,1
202641,0
202642,0
202643,1
202644,0
202645,1
202646,0
202647,1
202648,0
202649,1
202650,0
202651,1
202652,0
202653,1
202654,1
202655,0
202656,1
202657,0
202658,0
202659,0
202660,0
202661,1
202662,0
202663,1
202664,1
202665,0
202666,0
202667,1
202668,0
202669,1
202670,0
202671,0
202672,1
202673,1
202674,1
202675,0
202676,1
202677,1
202678,0
202679,0
202680,1
202681,0
202682,1
202683,1
202684,1
202685,1
202686,1
202687,1
202688,1
202689,0
202690,0
202691,1
202692,0
202693,0
202694,1
202695,1
202696,1
202697,0
202698,0
202699,1
202700,1
202701,0
202702,1
202703,0
202704,0
202705,1
202706,0
202707,0
202708,0
202709,0
202710,1
202711,1
202712,1
202713,1
202714,0
202715,1
202716,0
202717,0
202718,0
202719,1
202720,0
202721,1
202722,1
202723,1
202724,0
202725,0
202726,0
202727,1
202728,1
202729,0
202730,0
202731,0
202732,1
202733,1
202734,1
202735,0
202736,0
202737,0
202738,1
202739,0
202740,1
202741,0
202742,0
202743,1
202744,0
202745,0
202746,0
202747,0
202748,0
202749,1
202750,0
202751,0
202752,0
202753,0
202754,0
202755,1
202756,0
202757,0
202758,0
202759,0
202760,0
202761,0
202762,1
202763,1
202764,0
202765,0
202766,0
202767,0
202768,0
202769,0
202770,0
202771,1
202772,1
202773,1
202774,0
202775,0
202776,1
202777,1
202778,0
202779,1
202780,0
202781,1
202782,1
202783,0
202784,0
202785,0
202786,1
202787,1
202788,1
202789,0
202790,1
202791,1
202792,0
202793,1
202794,1
202795,1
202796,1
202797,1
